1.95,1.85,39.7,1.05
9.14,7,48,2.6
1.97,2.85,51.6,3.6
1.97,3,50.6,2.75
2.44,5.9,82.2,5.35
2.01,3.65,84.2,5.8
1.97,3.75,101,6.85
